Komentar,Username,Like,Sentimen
"Tempe itu direbus GK enak,,,digoreng byk minyak.jagung diindonesia mudah tumbuh,,,cuma direbus...uuusss....ditambah sedikit garam..rasanya kayak disurga,,,kurang apa coba kt indonesia???hanya saja kt sering diadu dgn narasi agama supaya indonesia tetap goblok.",@KesyaOppo-p5p,0,Netral
"Saya sering baca artikel² tentang ekonomi makro Indonesia dari berbagai media² terkenal di dunia -- tapi tolol karena hobi memberitakannya secara tidak profesional dengan NARASI NEGATIF, TIDAK FAIR, bertendensi FITNAH dan MENGGIRING OPINI NEGATIF PUBLIK -- seperti CNA (SGN), The Star (MAL), JakartaGlobeID, Tempo, dsb.. Narasi artikel²nya SAMPAH SEMUA, sama persis dengan narasi² berita business & finance dari Media² ekonomi kapitalis barat (khususnya AS & Inggris/UK) seperti Bloomberg, The Market, BBC Business, dan masih banyak lainnya.. 
Media abal² sampah semua dari para jurnalis dan editor berita yang tidak profesional, tidak mengusung netralitas informasi, dan tidak objektif dalam pemberitaan. Tercium menyengat dari setiap artikel² nya tendensi besar pendiskreditan dan framing negatif terhadap Indonesia, yang modus dan tujuannya jelas, yakni penghancuran ekonomi Indonesia, menguapkan investasi global, hingga ujung²nya bisa mengeruk keuntungan mega financial pribadi dan kelompok² mereka. Narasi yang dibangun selalu menyudutkan Indonesia di berbagai sektor. Bahkan kutil Indonesia pun dibahas oleh para stalker itu.. xD. 
Media² tsb. memanfaatkan ketenaran global mereka, maka sangat mudah mempengaruhi publik global. Mereka jelas² membuka kedok jurnalisme palsu mereka sebagai corong para kapitalis mafia ekonomi global yang terlibat dengan transaksi keuangan dan perdagangan dengan Indonesia, yang panik dan marah karena kebijakan penertiban ekonomi makro pemerintah Indonesia saat ini. They are all proven 👎🏼💩👎🏼

[EDIT] Terima Kasih Om Bennix dan Teman² Yang Nasionalis semua atas atensinya dan supportnya kepada bangsa dan negara kita yang sedang mendapat ujian besar karena diobok² banyak pihak asing dan para pengkhianat bangsa kita sendiri 🙏🏼 [/EDIT]",@johnwisewords,97,Netral
"Tentu saja yang jadi pengganti adalah tetangga baru, karena mereka sudah lama bercita-cita mengalahkan Singapura bahkan Dubai.
Ups....
😂",@KolambuTech,0,Netral
Makasih Om Ben dah kasih berita dan data yg kongkrit yg orang bodoh macam saya bisa paham mana media Bajingan mana media pengadu domba.,@IvanSetiawan-z1h,0,Netral
😂😂😂😂😂😂asing di prcaya kuat trus indoku❤❤❤😂😂😂😂,@BeexCunay,0,Netral
hahahaha demo ada dimana2.kamu bukan org bijak tapi bodoh😊😊😊😊.bila beras Malaysia habis?.Dari 6bulan hingga ke bertahun2,@zulhasriamin5507,0,Netral
"Smua karna ekonomi titik.coba kita bayangin,,,dokter diindonesia aja mengatakan protein termudah buat asupan gizi' tempe,,,tempe terbuat dr kacang kedelai yg kita impor dr Amerika,padahal protein terbaik itu kita dpt dr daging sapi,kambing daging babi dan ikan.stop makan tempe",@KesyaOppo-p5p,0,Positif
😂😂😂😂😂😂😂😂,@DodyCivil07,0,Netral
Saya hatersnya no 1 nya tempoo,@haidirfajri6623,5,Netral
"Memang pengamat ekonomi banyak yang toooloool, bukan nya membantu mecahkan masalah tapi nambah masalah",@muslihanhadi940,4,Netral
Media2 pemecah belah bangsa bayang2nya Barack Obama & Ursula von der Leyen,@wahyubrianala2994,2,Netral
"makasih lae bennix , terus suarakan ... rekan2 bennix mari kita bagikan ke kolega kita berita ini..",@Useryoutube-w7b,2,Netral
"semenjak pilpres gw sadar ada yg keliru dgn media yg tadinya fair tiba tiba berkubu kubu, dan benix memperkuat dugaan gw dgn definisi anjing anjing soros, dan polanya memang sama semua dari segi narasi dan visualisasi.",@MasJoeRider,1,Netral
Jangan mau kt di adu domba oleh bangsat2 asing aseng yg ingin Indonesia hancur. krna mreka tau Indonesia adalah lahan surga yg bs di ambil keuntungan utk negara mreka yg sampah.mreka ga mau Indonesia jd negara kuat krna akan mnyulitkan mreka bangsat2 itu utk mengeruk kekayaan alam serta uang dari Indonesia. mmg sengaja Indonesia di buat miskin dan bodoh spy gampang di perbudak. INGAT KITA BANGSA INDONESIA JANGAN JADI ORG TOLOL YG GAMPANG DI PECAH BELAH DAN DI BENTURKAN SPY SESAMA KITA BERANTAM. KITA PERTAHANKAN KEKAYAAN ALAM KITA SPY TDK DI CURI LG.,@lakimantap3584,1,Netral
"Video cenderung menyalahkan ""hoaks"" sebagai penyebab utama investor kabur. Faktanya, berdasarkan data pasar 2026, capital outflow besar-besaran dipicu oleh kombinasi sentimen global (ketegangan geopolitik, kenaikan harga minyak), depresiasi Rupiah yang menembus Rp17.900/USD, serta kekhawatiran rebalancing indeks secara umum, bukan semata-mata karena rumor MSCI.",@siaguslapar,2,Netral
@siaguslapar Prinsipnya sederhana.. kalau terlalu cepat turun atau naik berarti ada intervensi.. nah coba dinalar lagi..,@manskin5434,1,Netral
​@siaguslaparkan pelemahan rupiah setingan semata bang,@heiitsme182,0,Netral
Apalagi bennix gak masuk akal sampH semua,@annmousnet903,0,Netral
"BANG BENIX...COCOKNYA JADI GUBERNUR BI...
ATAU...ASISTEN MENTRI KEUAN̈GAN",@UjangNurhanudin,0,Netral
Krjanya buzzer apa?? Jualan jelas ama jilat..jilat terussss,@sazali2960,0,Netral
"MSCI itu terpercaya, dia bukan perusaan abal"" kyk program tol lol merah putih, atau makanan babi gratis, kok MSCI down gred negara Kita? Toh Banyak kok negara lain... Nah.. jawaban simple bet, ketika negara Di Asia lain stabil duitnya, kenapa rupiah sendiri yg ambruk?? 😂😂😂.. nah.. lagian Di konoha, para koruptor Di sembah.. makanya.. bahaya ni konoha, maka ASING kabur.. kebijakan sering berubah, Arah tuju juga ga jelas😂😂😂",@sazali2960,0,Netral
harus dibasmi itu Bekicot2 ekonomi di indonesia... Pemerintahan Prabowo harus kasih Garam itu para Bekicot...,@moltressatu700,0,Netral
"bang Bennix mungkin negara kita ini sdng di embargo atau dijegal ekonomi ya secara halus ya😢,,,KY nya ngebet bgt kita biar bubar hancur 😢😢😢Bang Bennix lanjutkan searing literasi ekonominya biar banyak yg melek informasi ekonomi nya😢 Bissmillah SEMANGAT Indonesia qu,,,Salim Salim Salim na ya Allah ya Rabb ya Karim ya Rahman ya Rahim,,,🙏🏻",@R.A_Berkah,0,Netral
Kalau mereka bilang kt SDM  rendah. Belum tau aja,@WatiWati-h9b,0,Netral
Kapan live om,@muhammadafifhaikal8962,0,Netral
"Perang ekonomi global, Indonesia pasar konsumer dan produsen yg sexy di dunia.....calm down brooww.....dunia butuh Indonesia that its....Mereka maunya beli MURAH Indonesia.....🤣🤣🤣🤣🤣Harga diri Bangsa Indonesia lahh....",@lestarirumahmakan9445,0,Netral
Rating korupsi maksudnya..,@tubagusramadhan182,0,Negatif
"Memang bener semenjak pembratasan korupsi....semakin kesini byk musuh....dan musuh itu ya itu rombongan oligarki.....
Makanya semua  buat para kalangannya pemerintah....lebi waspada karena di belakang masih byk orang yg akan menjerumuskan pemerintah...Bakan dia berani membayar untuk melawan.....jdi setiap aparat TNI polisi Bakan pemerintah serta rakyat....mari bersatu supaya negri kita jgn ada orang oarang yg jahil kekayaan alam....yg memperkaya orang oarng penghianat...mari bersatu membantu negara.",@cat_three99,0,Netral
Sedih Indonesia kalah sama Malaysia soal reating msci,@fundamentalnumberone,0,Netral
"#BennixGoblok
INILAH ADMIN GOBLOK WARGA INDONESIA YANG SERING BIKIN KONTEN BERITA HOAX SERTA FITNAH TERHADAP MALAYSIA SELAMA INI!! MALAH WARGA PINTER INDONESIA SUDAH UNSUB KANAL MILIK ADMIN GOBLOK WARGA INDONESIA INI KERNA ADMIN GOBLOK WARGA INDONESIA INI CUMA CARI CUAN AJA!! BUKAN MENGAJAR WARGA GOBLOK INDONESIA INI PINTER SAHAM!! GOBLOK NGAK JADI WARGA NEGARA INDONESIA INI?",@MohdYatim-i8z,1,Netral
Msci itu badan rating palsu dan tidak kompeten dan banyak mafia makanya jgn percaya lagi sama MSCI lagi tapi buktikan sendiri jika Klian berinvestasi,@arkan_2_1,1,Netral
Kalau indonesia baik-baik saja kenapa harus takut di downgrade? Katanya bangsa besar yang ga takut kekuatan asing? Kenapa khawatir pihak asing  memberi penilaian negatif. Ekonomi kan kuat ga tergantung asing. Kenapa ngeluarin surat utang dari danantara katanya model temasek. Setahu saya temasek bukan berhutang tapi investasi dari kelebihan dana yg dimiliki negara. Kalo ekonomi kuat ngapain cari utang sampai ke cina?,@solmokompo,0,Positif
"Edukasi mengenai informasi wajib diajarkan di sekolah. Metode ini bakal berguna juga membuat masyarakat lebih awas. Satu juga yg pasti akan nyambung dengan edukasi itu, efeknya jadi lebih bertanggung jawab thdp apa yg di omongin, dan ini salah satu pilar penting buat pemimpin2 masa depan.",@LeiteFrandale,0,Netral
Tempe bacem media penyokong LGBT 😮,@dodipriyanto-e7i,0,Netral
katanya dulu donald Trump juga main curang dimana perusahaan yg dia bikin bangkrut bersama investor. sementara keuangan pribadinya meningkat pesat   bahkan berkali kali pola yang sama dia pakai untuk kekayaan pribadinya.,@budiberseri5685,0,Netral
Di Asia bursa efek indonesia cuma kalah sm 2 negara...1 cina..yg ke 2 mungkin singapura yg bentar lagi hancur,@dwiduwok1496,0,Netral
Setujuu... Mereka antek antek Singapur yg jilat jempol kaki.. nya sampe kinclong dsr penghianat😬,@Bebegigg,0,Positif
harus diakui malaysia nomor 2 setelah China. okelah.. semoga regulator kita bisa memperbaiki lebih bagus lagi kedepannya,@ndutzyyman3319,0,Positif
😅😅,@BUMNnr,0,Netral
"Berita2 itu dibuat utk mendukung para pendemo
Jadi berita itu dijadikan dasar informasinya ..utk para pendemo teriak2 ..dan ternyata HOAX .. ??",@ednarsa-d8t,0,Netral
TRIMAKASIH BÀNG BEN PENCERAHÀNNYA....BIÀR RAKYAT INDONESIA PINTAR2 JANGAN MÀU DIBODOHIN SINGÀPURA TERUS......TERNYATA...SINGAPURA...AMERIKA...ISRAEL ITU PAKET KOMPLIT...UNTUK MENGHANCURKAN EKONOMI INDONESIA...LEWAT DOLLARNYA...KAPITALISME ITU BISANYA MENGADU DOMPA POLITIK2 DIINDONESIA BIAR INDONESIA RUSUH...BIAR INDONESIA KACAU.....RAKYATNYA BISA DISOGOK SUPAYA DEMO...MEDIA2NYA DIBAYAR SUPAYA BIKIN PROPAGANDA...BIAR EKONOMINYA LEMAH....KITA BARU SADAR....TERNYATA KAPITALISME SINGAPURA SENGAJA MENYEDOT SUMBER DAYA ALAM INDONESIA....IBARAT SINGAPURA ITU LINTAH DARAT...DARAH KITA DISEDOT HABIS2AN...DAN BENAR2 MEREKA ITU BENALU....DITAMBAH LAGI DISINI BÀNYAK PENGHIANÀT NEGARA MEREKA KERJÀ SAMÀ DENGÀN OLIGARKI SINGÀPURA.....DAN RÀKYAT INDONESIÀ  MULAI HARI INI SADAR ...YG SELAMA INI DIIII. BBBBOOOODDDOOOHHHIIIINNN SINGAPURA...,@UjangNurhanudin,0,Netral
"Rudal Aja kantor MSCI kan punya Rafale..... Kasih paham yang tegas,ini loh negara besar klo ngamuk 😂",@Hadiprayitno.7,0,Netral
"Intinya kalo kalian percaya Tempo, fix kalian aneh😂😂",@dhermawan3586,0,Netral
ikan hiu makan permen karet msci!!!!!!........ tolong terangin dong bang bennix,@sst9789,0,Netral
"Indonesia sedang dlm msa transisi reformasi ekonomi wajar bila tengkulak kaget,,tinggal adu kuat-kuatan aja,tapi yakinlah bila kita sukses melewati masa transisi ini yakin Indonesia akan lebih cepat berkembang",@fajrimuhani2710,0,Positif
Anjing peliharaan lhon pororo,@anditonianditoni6323,0,Netral
Indonesia gelap gelita..,@redmiredmi4801,0,Netral
"Coba bahas propaganda LGBTQ yang marak akhir akhir ini sesuai prediksi bennix, coba buat vidio khusus menjelaskan ada apa sebetul nya.",@udanggorengtepung123,0,Netral
Truskan ben aku suka,@SigitAisah,0,Netral
"karena kontem kreator sekarang jualannya trafik, jadi konten yang rame itu saat ini yang nyinyir2, jangankan memuji pemerintah, bikin komentar netral aja gak bakalan laku. semua harus insecure berjamaah, kalau tidak insecure akan di cap buzzer pemerintah.😅",@jendralsarap1616,0,Netral
Fitnah dajjal akhr jaman udh pst..,@UcokBaba-n8p,0,Netral
Apa gak bisa di tuntut media luar yang memberitakan  hal buruk dan tidak benar,@JamilUdin-p1h,0,Negatif
"Semoga Prabowo dan DPR nonton bennix, biar Dirut BEI bisa bekerja dg target presisi. Jangan diberi kuasa besar tapi tumpul eksekusinya. Keren si Bennix, gacor habis deh.",@techkings1034,0,Netral
"George Soros berak aja, indonesia guncang

😂😂😂",@jacklesmana2833,0,Netral
Kapan live om? 😅,@riokurniawan1875,0,Netral
Terimakasih bang Bennix compare dan ilmunya .Sangat mencerahkan dan membuat semakin pintar rakyat Indonesia,@nimatulhady6671,0,Netral
kesempatan buyback besar-besaran sebenarnya,@bedhenis,0,Netral
"Cerdas lo bang, all In konglo besok serok bawah...",@thoriqguruPJOK,0,Netral
Otak otak jos Soros,@KusnanKusnan-os7wm,0,Netral
dia mah postingannya negatif terus yang di post,@Raff789,0,Netral
Tempo Hadir😅😅😅😅,@Pathur-i7d,0,Netral
pemerintah harus buka mata bukan tutup mata jangan main di belakang.,@SelvioktaDanis,0,Netral
"Cuma ada 3 kemungkinan yg kira"" Orang tolol yg tinggal di negaranya sendiri tapi malah menggaungkan down grade saham di negaranya sendiri.
-ga main saham
-duitnya liau dibawa kabur emiten Abal""
-emang udah kerjaannya karena dibayar oleh kelompok",@RikipongCahya,0,Netral
mengapa  byk yg ikut menjelekan ?karena sudut pandang yg sempit.semoga jaya Indonesia,@clecs1861,0,Negatif
ah...media singapura...masuk akal,@_unknown123.,0,Netral
Bukannya emang algoritma di internet itu lebih naikin berita2 buruk tentang pemerintah ya?(Atau mungkin in berita buruk in general),@irsyaadkenway,0,Negatif
"Orang yang seneng berharap indonesia gelap, indonesia bubar itu orang goblok penghianat bangsa ahli neraka jahanam...",@Sayanganak-2605,0,Netral
Mereka di bayar trilyuner,@bintangbara9743,0,Netral
"Asia biggest: 
1. China..
2. Singapura 
3. Indonesia.. ❤❤",@djakawitaya2195,0,Netral
Wow makasih bang bennix ❤,@gioscani54fanggidae,0,Netral
"ORANG ORANG GOBLOG MUDAH DIPENGARUHI ISSUE SINGAPORE MENGENAI MSCI TERHADAP INDONESIA..

PARA GOBLOG DI INDONESIA BERBAUR DENGAN ANTEK ANTEK SINGAPORE  & ANTEK ANTEK GEORGE SOROS & IMF.

INDONESIA SAAT INI SEDANG MENUJU KEMANDIRIAN & ONE WAY ECPORT ATAS KOMODITI UNGGULAN YANG AKAN MENGUNCI SINGAPORE & KAPITALIS MIRING ( IMF & SOROS ) AGAR TIDAK SEMBARANG MENGACAU",@aguss.287,0,Netral
Waktunya serok,@renjorecap1995,0,Netral
Kemungkinan kedua dari Singapur atau Jepang,@ToniHC08,0,Netral
"19:09 Gila ya negeri jiran, jujur datanya bagus sih, ternyata mereka bisa dapet + semuanya no minus minus",@MikailNasution-g2w,0,Positif
#sellsingapura,@bryan-h9p2y,0,Netral
"Dapat kuliah gratis dr om bennix,rakyat awam jd smakin cerdas.Terima ksh ats ilmunya,suarakan terus tentang fakta dan data demi tegaknya NKRI yg makmur.sehat walafiat sllu",@ky_plenger,0,Netral
Yang ke 2 kalah dari MALAYSIA Wkwkwk,@jones1625,0,Netral
"PENGGANTINYA KHAZAKTAN
:text-green-game-over::cat-orange-whistling:",@dewatemplar,0,Netral
Akhirnya ada yg memberikan penerangan..  💡💡tq om,@F2PJFF,0,Netral
"Saat media Singapura menyebarkan hoax terkait rusaknya ekonomi Bangsa Indonesia, maka saatnya pemerintah Indonesia stop seluruh kerjasama ekonomi dengan Singapura.
Satu komando...
Merdeka... merdeka....🇮🇩🇮🇩",@dwisetiyawan9955,0,Netral
"1. China
2. Malaysia
3. Indonesia",@cerpen_animasi_ai,0,Netral
"Bsk kesempatan terakhir serok, tgl 24 stlh msci keluar n indo tetap emerging siap2 to the moon. 
Disclaimer on",@Kristianto-i7r,1,Netral
"Bubar karena habis oleh MBG dan kopdes.
Berisik bela pemerintah mulu",@JackThompson-j9w,0,Netral
"I ❤ Indonesia. 
Jangan dengarkan apa yg di katakan, tapi lihatlah kelakuan dan agenda yg ada di belakang nya.. 
👍👍👍😂",@djakawitaya2195,0,Netral
Memberi informasi yg benar sesuai data mantap👍👍👍 tidak seperti ketua BEM di sebelah bacot doang gede tanpa data,@iwansanif2536,0,Positif
2.,@djakawitaya2195,0,Netral
1,@djakawitaya2195,0,Netral
Banyak sekali influencer yang mungkin memang sengaja di bayar untuk membuat gaduh negara ini..,@GalangGilang-o1p,0,Netral
"GOO OPTIMIS IHSG OTW 10.000 
MENURUT DATA JUGA JUMLAH INVESTOR INDO TERUS BERTUMBUH..",@SambaraPB,0,Netral
bang rakyat gk konoha gk suka baca bang suka di dongengin😂😂😂,@Dinamika_Sport,0,Netral
"Hahahahaha ...mantap Mas Bennix 👍🙏
Omelin terus orang orang budek dan buta itu supaya ngerti..... Hahhaha",@DjokoPurnomo-j7v,0,Positif
bahas demo bang,@Samin-dn4wv,0,Netral
Kitasemuataubossengajaindodibikinpanik karenapenghasilansingapurmegabmegabjadi,@HariyadiPuerwanto,0,Netral
Sell singa rampok,@Mujianto-o6n,0,Netral
"yg bangkrut yg gelap yg nyungsep itu singapura dan malaydesh..indonesia di tangan pak prabowo berjaya sejahtera suasembada pangan dan energi,semua sda nya di hilirisasi..",@danielongko8286,0,Netral
"memang anjing orang itu bg, belum di kasih makan pur ayam,,,,",@easylife9550,0,Netral
Karena mereka tidak akan suka Indonesia lebih baik,@kukuhpriayadi3059,0,Positif
Secara langsung bagus untuk evaluasi bei .. Tapi secara tidak langsung mereka tdk akan membiarkan Indonesia mandiri,@dimawahyudiono4827,0,Positif
Selama orang orang baik berdoa untuk pemerintah dan Bangsa Indonesia dan pemerintah kerja keras suka menolng yang membutuhkan Tuhan tetap memberkati menyertai Bangsa Indonesia karena Tuhan tidak suka keributan,@murnimakesha8091,0,Positif
"Jujur saya pngn bngt konten gini lebih  banyak lg,,,biar seimbang sama konten"" yg  bisanya bikin gaduh Indonesia",@Jangkung79-h3z,0,Netral
"Setuju mas Bennix...
Jongos2 soros otaknya digadaikan..😂😂😂",@thohaalhuda,1,Positif
"Saya beli saham gak pedulikan itu asing , Aseng , asong, asung mau kabur / mau masuk",@masjack6772,0,Netral
Selagi orang orang baik berdoa untuk pemerintah dan Bangsa ini Tuhan tetap menyertai,@murnimakesha8091,1,Positif
"media2 dan para influencer dodol itu sengaja meyebarkan HOAX ... bersamaan dengan itu, dibuatlah demo2 brengsek dengan isu kampungan seperti menurunkan harga pertamax tapi lupa kalau itu BBM non subsidi ... bersamaan juga dengan berita buruk tentang market Indonesia di luar negeri yag bahkan dengan bregseknya singapur bikin tagline sell Indonesia ... orkestrasi yang jelas tujuannya kalau dihubungkan untuk menjatuhkan pemerintahan yang sah di NKRI untuk digantikan pemerintahan boneka bohir2 mereka ....",@asidharta,1,Negatif
"Selama Masih Banyak Partai, Konoha Tak Bisa Maju dan Rakyat Akan Terus Diperbudak... Katanya Sih... 🤭",@MercuBuana-z9x9p,0,Netral
"Sejalan dengan tio mantan ketua BEM UGM dia bilang ""kalau Indonesia krisis seperti tahun 98 IMF tidak akan meminjamkan uang"" Kalau... tau darimana dia anlisa teknikal aja ga bisa, apa lagi analisa fundamental.. mata kuliah kalkulus aja belum tentu lulus.. sudah jelas sudah di briefing sebelumnya.. terstruktur masif ini seh.. kampret!!!",@manskin5434,1,Netral
"Selama Indonesia masih punya sda, selama petani kita belum bosan mengolah tanah, selama pedagang masih mau cari untung dan selama kepala keluarga tetap semangat menafkahi keluarga saya tidak percaya Indonesia bisa hancur..",@Payah-i2d,0,Netral
Lebih yakin Indonesia gelap sih,@navigasiin,0,Netral
lah bukannya pak bennix juga sempat singgung potensi indonesia ke frontier market?,@arsyad4492,0,Netral
"MSCI cm ingin bursa kita berbenah, tentang keterbukaan informasi. market kita terlalu besar kl di downgrade ke frontier market. optimis aja Q3-Q4 2026 IHSG rebound gaes.",@Studio-ji4dj,0,Netral
"Rupiah turun pasti karena ini sih om 😅😅😅

https://youtu.be/XKTBX9-pkRI",@Clipperindonesia1,0,Netral
"Mau bangkrut atau enggak kita tetap hidup di negara ini
Jadi mari kita jaga negara kita jangan sampai terpecah belah 
❤ Indonesia",@vogspeed,0,Netral
"Enggak apa-apa downgrade IHSG, yang penting saya bisa serok terus saham-saham bluechip yang membagikan dividen. Lagipula perusahaan yang saham bluechip bisnis sudah go internasional",@moch.arungsamudra,1,Netral
Peduli amat IHSG yg penting MBG & Kopdes harus terus jalan!!! Kalo perlu jangan 1T sehari tapi 10T per hari,@OkhiSafarudin,1,Netral
"Terlepas dari omongan Bennix itu buzzer pemerintah, saya org yg fokus dg apa yg Bennix omongin, dia ga selalu bela pemerintah, kalau kebijakannya mmg nyeleneh dia juga nge-g*bl*k""in. Justru dari Bennix sebenarnya kita belajar dari banyak sudut pandang, agar ketika kritik kebijakan kita bisa pakai cara yg cerdas.",@TheDodydydo,0,Netral
MSCI itu ormas preman internasional yang tidak punya hak intervensi pasar saham negara manapun kenapa Indonesia ketakutan pada MSCI preman,@BiroGani-g4k,1,Netral
Benix buzeer.. MBG dia dukung.. padahal itu kontrak politik... MBG terbukti ladang korupsi... Jangan percaya kata dia,@YoungLack-m8l,0,Negatif
Jika ingin mendapatkan informasi tentang investasi yang factual dan perkembangan ekonomi menurut saya Bennix paling tepat. Informasinya valid dan prediksinya akurat.,@Kusumo2166,0,Netral
Orang yg berkeliaran cm bikin rusuh aja ternyata bnyak nitizen asing sengaja nkri rusuh 😮😮😮,@cholis.6770,0,Netral
"seneng kali si goblok ini sama investor asing, kapan mandirinya kita otakmu gitu ben2",@jibrilagung,0,Netral
Dasar penjilat zionis,@bryan-h9p2y,0,Netral
Kau penjilat zionis bangsat,@bryan-h9p2y,0,Netral
Kau tu penjilat zionis,@bryan-h9p2y,0,Netral
"Mantap bang Bennix lanjut.....,👍👍👍",@gamerl9484,0,Positif
Jongos jongos asing berseliweran di negeri ini...mereka menginginkan pemerintahan prabowo hancur...salah satu cara..memberitakan kabar bohong....yg berasal dari singapore....apalagi ada berita kalau perdana menteri italia menolak kedatangannya prabowo...wah..wah...gk boleh datang gk madalah..ke perancis disambut dgn meriah..ke belanda..ke rusia juga sama....yah mungkin karena export satu pintu yg dicanangkan pk prabowo.....katanya prabowo tidak pro rakyat......,@soebarto2025,0,Negatif
Berantem sesama Indonesia tapi menjilat ke aseng 😅,@basdol,0,Netral
"Penyebaran hoax oleh media seperti Tempo, itu perlu diproses hukum.  Media tukang penyebar hoax, fitnah & pemecah belah bangsa.",@randypea.official,0,Netral
media sebar hoax biar mau nyerok doang pak wkwkw,@mfarissestiyodha2110,0,Netral
Hmm nampaknya media asing tempe bacem dan anjing2 peliharaan G soros ini butuh MBG juga biar IQ nya ga jongkok di 50 🤔. Ya minimal naik ke 80 sdh lumayan sepertinya 🤔,@putufandy9490,0,Netral
Memang banyak penghianat di Indonesia,@hilyatul_ainchanel9954,0,Netral
"Walaupun menurut bang bennix indonesia masih bagus, tapi barat menganggap indonesia membangkang dan harus di rusak bursa efek biar hancur negaranya 😅",@Asterisk-27,0,Positif
Yang gelap itu isi kepala org yang.... ??? Lanjut kan!!!!!!,@rawingshag9439,0,Netral
MSCI cma kritisi IDX kalo diperbaiki ya positiflah  IDX .... INGET IDX MASIH LEBIH TRANSPARAN DAN BEBAS dari negara asia lain .... cuma kita gampang kena sentiment negatif bukan  nurut sama data yg BAGUS dari MSCI .... INGAT INVESTOR EKONOMI.... GLOBAL MAUNYA LIBERAL TRANSPARAN itu maunya investor asing....,@catsrandomfunny,0,Positif
penghianat bangsa mana seneng dibeberkan fakta begini,@tuanmudo7324,0,Netral
Memang Anjing Antek AS di Indonesia ikut memprovokasi buat kerusuhan termasuk si Anjing Yaman Bangsat BusEdan,@charleswiggins83,0,Netral
Indonesia adalah surga dunia . apa aja ada d Indonesia . tanahnya subur . semakin kalian mau hancurkan Indonesia . semakin maju Indonesia .,@Agustriady-s2y,0,Netral
"Kebanyakan media di indo penghianat bangsa,demi cuan pribadi,",@AsmaniAs-y2u,0,Netral
"BERSAMA KITA KUAT
MAJU INDONESIAKU❤❤❤",@rafliunsan6620,2,Netral
Full pengkhianat bangsa d indo,@tarmidzidaud1934,0,Netral
Anjing soros itu...si Tempe ???🤔,@andida01,0,Netral
jilatt teruss 😂,@prewok2512,0,Netral
"Klo digambar ttg Bursa,,kyk nya diserang nih pak Purbaya 🤣🤣🤣🤣🤣
Pak Prabowo alias Gemoy pasti ketawa² nih di Pojokan akibat para kelakuan ologarki bodoh🤣🤣🤣",@davidsimarmata1076,0,Netral
"mental sangat berpengaruh terhadap perilaku orang untuk investasi, dan mental tersebut dikendalikan oleh media...",@DombaSesat,0,Netral
Indo kalah sama 2 negara ini CHINA & TIMOR LESTE,@MoazzamTVN,0,Netral
mulailah belanja di pasar tradisional agar mereka bisa mempertahankan hidup bukan jadi kaya,@yansanggara1943,0,Netral
Mahasewa antek Singapura,@Tiyung-r4r,0,Netral
Saatnya beli saham perusahaan BUMN yang banyak diskonnya,@PeternakDomba-ul9px,0,Netral
"Nah ini nih, om Bennix emang Buzzer Ibu Pertiwi",@Caesar_Maulana,0,Netral
"Buy, kapan lagi beli saham blue chip murah 😂",@donjoe2694,0,Netral
malaysia kah,@nizam_TA,0,Netral
Mantap ini infonya.. Sangat bermanfaat..,@bss1229,2,Positif
Indonesia mandiri 🎉dan Indonesia bangkit 🎉,@ihsansutanto1280,1,Netral
"Ini mah kemungkinan besar bakal di Tunda dulu 🤔🤔🤔🤔

Sambil nunggu arahan ""Bos"" nya 🙈🙈🙈🙈🙈🙈

Pantau aja terus Emiten Income USD Expenses IDR

Pasti Emiten Himbara cuekin dulu kan?",@hendrywijaya1017,0,Netral
Sikat terus bang...jos...kasih paham pantang mundur bang benix,@DonjuanJuan-q2f,0,Netral
Media2 yg menyebar hoax itu core bisnisnya memang membuat berita hoax. Mereka sudah terima bayaran dimuka utk memproduksi berita hoax,@inoekertapati9294,0,Netral
Mang dasar media media dajjal itu.,@adeindra658,0,Netral
"biar bisa serok murah, klo udah serok murah mereka bisa cuan dan bisa kendaliin market kita. so jangan mau kalah",@davidsusilo,0,Netral
Yg ke 2 kalah Bursa Indo sama Malaysia...!!! (Nyebeliiiinnn) 🤣🤣,@helmiawaiy9255,0,Netral
"Banyak influencer bajingan di luar sana yang demi bayarin nyebarin berita ngga benar dan jelek, perlu orang seperti bennix untuk menyeimbangkan keadaan",@ngadiminsim3244,0,Negatif
Buy Indonesia!,@rifki_-wf5ie,0,Netral
"Alhamdulillah kalau fakta nya demikian. Semoga pemerintah BISA  mengkomunikasi kan nya dengan baik, asyik dan santun, agar mereka2 yg Gedeg tiap pemerintah bilang negara kita baik2 saja bisa sadar. Selain itu juga kita harus lebih fokus pada poin2 mines MSCI (berpikir invert) gimana caranya kita downgrade, biar segera cari solusi utk mengatasinya 
 🙏",@abiel9501,0,Positif
Efek dari koruptor merajelah di Konoha..,@castell1183,0,Netral
"Udah demo ber jilid jilid, setiap daerah dari mahasewa trus rupiah anjlok, IHSG naik dikit,mantap deh cobaan Prabowo,efek dari melawan oligarki dan mafia,semoga kuat deh Prabowo dan para menterinya",@paksuyud3902,1,Positif
Indo kalah juga dr bangladesh.uang mereka lagi tinggi dr rupiah😂😂,@daektrown,0,Netral
tx bro nt sdh ksh pencerahan,@dwiaripriyastono9415,1,Netral
Kok.asing ikut keluar ya,@ahmadarifafandi454,0,Netral
"Antek² pura²singa bergerilya, pastinya.. 😂😅",@hazhurhoanadza,0,Netral
