Komentar,Username,Like
😂😂😂😂😂😂😂😂,@DodyCivil07,0
Saya hatersnya no 1 nya tempoo,@haidirfajri6623,5
"Memang pengamat ekonomi banyak yang toooloool, bukan nya membantu mecahkan masalah tapi nambah masalah",@muslihanhadi940,4
Media2 pemecah belah bangsa bayang2nya Barack Obama & Ursula von der Leyen,@wahyubrianala2994,2
"makasih lae bennix , terus suarakan ... rekan2 bennix mari kita bagikan ke kolega kita berita ini..",@Useryoutube-w7b,2
"semenjak pilpres gw sadar ada yg keliru dgn media yg tadinya fair tiba tiba berkubu kubu, dan benix memperkuat dugaan gw dgn definisi anjing anjing soros, dan polanya memang sama semua dari segi narasi dan visualisasi.",@MasJoeRider,1
Jangan mau kt di adu domba oleh bangsat2 asing aseng yg ingin Indonesia hancur. krna mreka tau Indonesia adalah lahan surga yg bs di ambil keuntungan utk negara mreka yg sampah.mreka ga mau Indonesia jd negara kuat krna akan mnyulitkan mreka bangsat2 itu utk mengeruk kekayaan alam serta uang dari Indonesia. mmg sengaja Indonesia di buat miskin dan bodoh spy gampang di perbudak. INGAT KITA BANGSA INDONESIA JANGAN JADI ORG TOLOL YG GAMPANG DI PECAH BELAH DAN DI BENTURKAN SPY SESAMA KITA BERANTAM. KITA PERTAHANKAN KEKAYAAN ALAM KITA SPY TDK DI CURI LG.,@lakimantap3584,1
"Video cenderung menyalahkan ""hoaks"" sebagai penyebab utama investor kabur. Faktanya, berdasarkan data pasar 2026, capital outflow besar-besaran dipicu oleh kombinasi sentimen global (ketegangan geopolitik, kenaikan harga minyak), depresiasi Rupiah yang menembus Rp17.900/USD, serta kekhawatiran rebalancing indeks secara umum, bukan semata-mata karena rumor MSCI.",@siaguslapar,2
@siaguslapar Prinsipnya sederhana.. kalau terlalu cepat turun atau naik berarti ada intervensi.. nah coba dinalar lagi..,@manskin5434,1
​@siaguslaparkan pelemahan rupiah setingan semata bang,@heiitsme182,0
Apalagi bennix gak masuk akal sampH semua,@annmousnet903,0
"BANG BENIX...COCOKNYA JADI GUBERNUR BI...
ATAU...ASISTEN MENTRI KEUAN̈GAN",@UjangNurhanudin,0
Krjanya buzzer apa?? Jualan jelas ama jilat..jilat terussss,@sazali2960,0
"MSCI itu terpercaya, dia bukan perusaan abal"" kyk program tol lol merah putih, atau makanan babi gratis, kok MSCI down gred negara Kita? Toh Banyak kok negara lain... Nah.. jawaban simple bet, ketika negara Di Asia lain stabil duitnya, kenapa rupiah sendiri yg ambruk?? 😂😂😂.. nah.. lagian Di konoha, para koruptor Di sembah.. makanya.. bahaya ni konoha, maka ASING kabur.. kebijakan sering berubah, Arah tuju juga ga jelas😂😂😂",@sazali2960,0
harus dibasmi itu Bekicot2 ekonomi di indonesia... Pemerintahan Prabowo harus kasih Garam itu para Bekicot...,@moltressatu700,0
"bang Bennix mungkin negara kita ini sdng di embargo atau dijegal ekonomi ya secara halus ya😢,,,KY nya ngebet bgt kita biar bubar hancur 😢😢😢Bang Bennix lanjutkan searing literasi ekonominya biar banyak yg melek informasi ekonomi nya😢 Bissmillah SEMANGAT Indonesia qu,,,Salim Salim Salim na ya Allah ya Rabb ya Karim ya Rahman ya Rahim,,,🙏🏻",@R.A_Berkah,0
Kalau mereka bilang kt SDM  rendah. Belum tau aja,@WatiWati-h9b,0
Kapan live om,@muhammadafifhaikal8962,0
"Perang ekonomi global, Indonesia pasar konsumer dan produsen yg sexy di dunia.....calm down brooww.....dunia butuh Indonesia that its....Mereka maunya beli MURAH Indonesia.....🤣🤣🤣🤣🤣Harga diri Bangsa Indonesia lahh....",@lestarirumahmakan9445,0
Rating korupsi maksudnya..,@tubagusramadhan182,0
"Memang bener semenjak pembratasan korupsi....semakin kesini byk musuh....dan musuh itu ya itu rombongan oligarki.....
Makanya semua  buat para kalangannya pemerintah....lebi waspada karena di belakang masih byk orang yg akan menjerumuskan pemerintah...Bakan dia berani membayar untuk melawan.....jdi setiap aparat TNI polisi Bakan pemerintah serta rakyat....mari bersatu supaya negri kita jgn ada orang oarang yg jahil kekayaan alam....yg memperkaya orang oarng penghianat...mari bersatu membantu negara.",@cat_three99,0
Sedih Indonesia kalah sama Malaysia soal reating msci,@fundamentalnumberone,0
"#BennixGoblok
INILAH ADMIN GOBLOK WARGA INDONESIA YANG SERING BIKIN KONTEN BERITA HOAX SERTA FITNAH TERHADAP MALAYSIA SELAMA INI!! MALAH WARGA PINTER INDONESIA SUDAH UNSUB KANAL MILIK ADMIN GOBLOK WARGA INDONESIA INI KERNA ADMIN GOBLOK WARGA INDONESIA INI CUMA CARI CUAN AJA!! BUKAN MENGAJAR WARGA GOBLOK INDONESIA INI PINTER SAHAM!! GOBLOK NGAK JADI WARGA NEGARA INDONESIA INI?",@MohdYatim-i8z,1
Msci itu badan rating palsu dan tidak kompeten dan banyak mafia makanya jgn percaya lagi sama MSCI lagi tapi buktikan sendiri jika Klian berinvestasi,@arkan_2_1,1
Kalau indonesia baik-baik saja kenapa harus takut di downgrade? Katanya bangsa besar yang ga takut kekuatan asing? Kenapa khawatir pihak asing  memberi penilaian negatif. Ekonomi kan kuat ga tergantung asing. Kenapa ngeluarin surat utang dari danantara katanya model temasek. Setahu saya temasek bukan berhutang tapi investasi dari kelebihan dana yg dimiliki negara. Kalo ekonomi kuat ngapain cari utang sampai ke cina?,@solmokompo,0
"Edukasi mengenai informasi wajib diajarkan di sekolah. Metode ini bakal berguna juga membuat masyarakat lebih awas. Satu juga yg pasti akan nyambung dengan edukasi itu, efeknya jadi lebih bertanggung jawab thdp apa yg di omongin, dan ini salah satu pilar penting buat pemimpin2 masa depan.",@LeiteFrandale,0
Tempe bacem media penyokong LGBT 😮,@dodipriyanto-e7i,0
katanya dulu donald Trump juga main curang dimana perusahaan yg dia bikin bangkrut bersama investor. sementara keuangan pribadinya meningkat pesat   bahkan berkali kali pola yang sama dia pakai untuk kekayaan pribadinya.,@budiberseri5685,0
Di Asia bursa efek indonesia cuma kalah sm 2 negara...1 cina..yg ke 2 mungkin singapura yg bentar lagi hancur,@dwiduwok1496,0
Setujuu... Mereka antek antek Singapur yg jilat jempol kaki.. nya sampe kinclong dsr penghianat😬,@Bebegigg,0
harus diakui malaysia nomor 2 setelah China. okelah.. semoga regulator kita bisa memperbaiki lebih bagus lagi kedepannya,@ndutzyyman3319,0
😅😅,@BUMNnr,0
"Berita2 itu dibuat utk mendukung para pendemo
Jadi berita itu dijadikan dasar informasinya ..utk para pendemo teriak2 ..dan ternyata HOAX .. ??",@ednarsa-d8t,0
TRIMAKASIH BÀNG BEN PENCERAHÀNNYA....BIÀR RAKYAT INDONESIA PINTAR2 JANGAN MÀU DIBODOHIN SINGÀPURA TERUS......TERNYATA...SINGAPURA...AMERIKA...ISRAEL ITU PAKET KOMPLIT...UNTUK MENGHANCURKAN EKONOMI INDONESIA...LEWAT DOLLARNYA...KAPITALISME ITU BISANYA MENGADU DOMPA POLITIK2 DIINDONESIA BIAR INDONESIA RUSUH...BIAR INDONESIA KACAU.....RAKYATNYA BISA DISOGOK SUPAYA DEMO...MEDIA2NYA DIBAYAR SUPAYA BIKIN PROPAGANDA...BIAR EKONOMINYA LEMAH....KITA BARU SADAR....TERNYATA KAPITALISME SINGAPURA SENGAJA MENYEDOT SUMBER DAYA ALAM INDONESIA....IBARAT SINGAPURA ITU LINTAH DARAT...DARAH KITA DISEDOT HABIS2AN...DAN BENAR2 MEREKA ITU BENALU....DITAMBAH LAGI DISINI BÀNYAK PENGHIANÀT NEGARA MEREKA KERJÀ SAMÀ DENGÀN OLIGARKI SINGÀPURA.....DAN RÀKYAT INDONESIÀ  MULAI HARI INI SADAR ...YG SELAMA INI DIIII. BBBBOOOODDDOOOHHHIIIINNN SINGAPURA...,@UjangNurhanudin,0
"Rudal Aja kantor MSCI kan punya Rafale..... Kasih paham yang tegas,ini loh negara besar klo ngamuk 😂",@Hadiprayitno.7,0
"Intinya kalo kalian percaya Tempo, fix kalian aneh😂😂",@dhermawan3586,0
ikan hiu makan permen karet msci!!!!!!........ tolong terangin dong bang bennix,@sst9789,0
"Indonesia sedang dlm msa transisi reformasi ekonomi wajar bila tengkulak kaget,,tinggal adu kuat-kuatan aja,tapi yakinlah bila kita sukses melewati masa transisi ini yakin Indonesia akan lebih cepat berkembang",@fajrimuhani2710,0
Anjing peliharaan lhon pororo,@anditonianditoni6323,0
Indonesia gelap gelita..,@redmiredmi4801,0
"Coba bahas propaganda LGBTQ yang marak akhir akhir ini sesuai prediksi bennix, coba buat vidio khusus menjelaskan ada apa sebetul nya.",@udanggorengtepung123,0
Truskan ben aku suka,@SigitAisah,0
"karena kontem kreator sekarang jualannya trafik, jadi konten yang rame itu saat ini yang nyinyir2, jangankan memuji pemerintah, bikin komentar netral aja gak bakalan laku. semua harus insecure berjamaah, kalau tidak insecure akan di cap buzzer pemerintah.😅",@jendralsarap1616,0
Fitnah dajjal akhr jaman udh pst..,@UcokBaba-n8p,0
Apa gak bisa di tuntut media luar yang memberitakan  hal buruk dan tidak benar,@JamilUdin-p1h,0
"Semoga Prabowo dan DPR nonton bennix, biar Dirut BEI bisa bekerja dg target presisi. Jangan diberi kuasa besar tapi tumpul eksekusinya. Keren si Bennix, gacor habis deh.",@techkings1034,0
"George Soros berak aja, indonesia guncang

😂😂😂",@jacklesmana2833,0
Kapan live om? 😅,@riokurniawan1875,0
Terimakasih bang Bennix compare dan ilmunya .Sangat mencerahkan dan membuat semakin pintar rakyat Indonesia,@nimatulhady6671,0
kesempatan buyback besar-besaran sebenarnya,@bedhenis,0
"Cerdas lo bang, all In konglo besok serok bawah...",@thoriqguruPJOK,0
Otak otak jos Soros,@KusnanKusnan-os7wm,0
dia mah postingannya negatif terus yang di post,@Raff789,0
Tempo Hadir😅😅😅😅,@Pathur-i7d,0
pemerintah harus buka mata bukan tutup mata jangan main di belakang.,@SelvioktaDanis,0
"Cuma ada 3 kemungkinan yg kira"" Orang tolol yg tinggal di negaranya sendiri tapi malah menggaungkan down grade saham di negaranya sendiri.
-ga main saham
-duitnya liau dibawa kabur emiten Abal""
-emang udah kerjaannya karena dibayar oleh kelompok",@RikipongCahya,0
mengapa  byk yg ikut menjelekan ?karena sudut pandang yg sempit.semoga jaya Indonesia,@clecs1861,0
ah...media singapura...masuk akal,@_unknown123.,0
Bukannya emang algoritma di internet itu lebih naikin berita2 buruk tentang pemerintah ya?(Atau mungkin in berita buruk in general),@irsyaadkenway,0
"Orang yang seneng berharap indonesia gelap, indonesia bubar itu orang goblok penghianat bangsa ahli neraka jahanam...",@Sayanganak-2605,0
Mereka di bayar trilyuner,@bintangbara9743,0
"Asia biggest: 
1. China..
2. Singapura 
3. Indonesia.. ❤❤",@djakawitaya2195,0
Wow makasih bang bennix ❤,@gioscani54fanggidae,0
"ORANG ORANG GOBLOG MUDAH DIPENGARUHI ISSUE SINGAPORE MENGENAI MSCI TERHADAP INDONESIA..

PARA GOBLOG DI INDONESIA BERBAUR DENGAN ANTEK ANTEK SINGAPORE  & ANTEK ANTEK GEORGE SOROS & IMF.

INDONESIA SAAT INI SEDANG MENUJU KEMANDIRIAN & ONE WAY ECPORT ATAS KOMODITI UNGGULAN YANG AKAN MENGUNCI SINGAPORE & KAPITALIS MIRING ( IMF & SOROS ) AGAR TIDAK SEMBARANG MENGACAU",@aguss.287,0
Waktunya serok,@renjorecap1995,0
Kemungkinan kedua dari Singapur atau Jepang,@ToniHC08,0
"19:09 Gila ya negeri jiran, jujur datanya bagus sih, ternyata mereka bisa dapet + semuanya no minus minus",@MikailNasution-g2w,0
#sellsingapura,@bryan-h9p2y,0
"Dapat kuliah gratis dr om bennix,rakyat awam jd smakin cerdas.Terima ksh ats ilmunya,suarakan terus tentang fakta dan data demi tegaknya NKRI yg makmur.sehat walafiat sllu",@ky_plenger,0
Yang ke 2 kalah dari MALAYSIA Wkwkwk,@jones1625,0
"PENGGANTINYA KHAZAKTAN
:text-green-game-over::cat-orange-whistling:",@dewatemplar,0
Akhirnya ada yg memberikan penerangan..  💡💡tq om,@F2PJFF,0
"Saat media Singapura menyebarkan hoax terkait rusaknya ekonomi Bangsa Indonesia, maka saatnya pemerintah Indonesia stop seluruh kerjasama ekonomi dengan Singapura.
Satu komando...
Merdeka... merdeka....🇮🇩🇮🇩",@dwisetiyawan9955,0
"1. China
2. Malaysia
3. Indonesia",@cerpen_animasi_ai,0
"Bsk kesempatan terakhir serok, tgl 24 stlh msci keluar n indo tetap emerging siap2 to the moon. 
Disclaimer on",@Kristianto-i7r,1
"Bubar karena habis oleh MBG dan kopdes.
Berisik bela pemerintah mulu",@JackThompson-j9w,0
"I ❤ Indonesia. 
Jangan dengarkan apa yg di katakan, tapi lihatlah kelakuan dan agenda yg ada di belakang nya.. 
👍👍👍😂",@djakawitaya2195,0
Memberi informasi yg benar sesuai data mantap👍👍👍 tidak seperti ketua BEM di sebelah bacot doang gede tanpa data,@iwansanif2536,0
2.,@djakawitaya2195,0
1,@djakawitaya2195,0
Banyak sekali influencer yang mungkin memang sengaja di bayar untuk membuat gaduh negara ini..,@GalangGilang-o1p,0
"GOO OPTIMIS IHSG OTW 10.000 
MENURUT DATA JUGA JUMLAH INVESTOR INDO TERUS BERTUMBUH..",@SambaraPB,0
bang rakyat gk konoha gk suka baca bang suka di dongengin😂😂😂,@Dinamika_Sport,0
"Hahahahaha ...mantap Mas Bennix 👍🙏
Omelin terus orang orang budek dan buta itu supaya ngerti..... Hahhaha",@DjokoPurnomo-j7v,0
bahas demo bang,@Samin-dn4wv,0
Kitasemuataubossengajaindodibikinpanik karenapenghasilansingapurmegabmegabjadi,@HariyadiPuerwanto,0
Sell singa rampok,@Mujianto-o6n,0
"yg bangkrut yg gelap yg nyungsep itu singapura dan malaydesh..indonesia di tangan pak prabowo berjaya sejahtera suasembada pangan dan energi,semua sda nya di hilirisasi..",@danielongko8286,0
"memang anjing orang itu bg, belum di kasih makan pur ayam,,,,",@easylife9550,0
Karena mereka tidak akan suka Indonesia lebih baik,@kukuhpriayadi3059,0
Secara langsung bagus untuk evaluasi bei .. Tapi secara tidak langsung mereka tdk akan membiarkan Indonesia mandiri,@dimawahyudiono4827,0
Selama orang orang baik berdoa untuk pemerintah dan Bangsa Indonesia dan pemerintah kerja keras suka menolng yang membutuhkan Tuhan tetap memberkati menyertai Bangsa Indonesia karena Tuhan tidak suka keributan,@murnimakesha8091,0
"Jujur saya pngn bngt konten gini lebih  banyak lg,,,biar seimbang sama konten"" yg  bisanya bikin gaduh Indonesia",@Jangkung79-h3z,0
"Setuju mas Bennix...
Jongos2 soros otaknya digadaikan..😂😂😂",@thohaalhuda,1
"Saya beli saham gak pedulikan itu asing , Aseng , asong, asung mau kabur / mau masuk",@masjack6772,0
Selagi orang orang baik berdoa untuk pemerintah dan Bangsa ini Tuhan tetap menyertai,@murnimakesha8091,1
"media2 dan para influencer dodol itu sengaja meyebarkan HOAX ... bersamaan dengan itu, dibuatlah demo2 brengsek dengan isu kampungan seperti menurunkan harga pertamax tapi lupa kalau itu BBM non subsidi ... bersamaan juga dengan berita buruk tentang market Indonesia di luar negeri yag bahkan dengan bregseknya singapur bikin tagline sell Indonesia ... orkestrasi yang jelas tujuannya kalau dihubungkan untuk menjatuhkan pemerintahan yang sah di NKRI untuk digantikan pemerintahan boneka bohir2 mereka ....",@asidharta,1
"Selama Masih Banyak Partai, Konoha Tak Bisa Maju dan Rakyat Akan Terus Diperbudak... Katanya Sih... 🤭",@MercuBuana-z9x9p,0
"Sejalan dengan tio mantan ketua BEM UGM dia bilang ""kalau Indonesia krisis seperti tahun 98 IMF tidak akan meminjamkan uang"" Kalau... tau darimana dia anlisa teknikal aja ga bisa, apa lagi analisa fundamental.. mata kuliah kalkulus aja belum tentu lulus.. sudah jelas sudah di briefing sebelumnya.. terstruktur masif ini seh.. kampret!!!",@manskin5434,1
"Selama Indonesia masih punya sda, selama petani kita belum bosan mengolah tanah, selama pedagang masih mau cari untung dan selama kepala keluarga tetap semangat menafkahi keluarga saya tidak percaya Indonesia bisa hancur..",@Payah-i2d,0
Lebih yakin Indonesia gelap sih,@navigasiin,0
lah bukannya pak bennix juga sempat singgung potensi indonesia ke frontier market?,@arsyad4492,0
"MSCI cm ingin bursa kita berbenah, tentang keterbukaan informasi. market kita terlalu besar kl di downgrade ke frontier market. optimis aja Q3-Q4 2026 IHSG rebound gaes.",@Studio-ji4dj,0
"Rupiah turun pasti karena ini sih om 😅😅😅

https://youtu.be/XKTBX9-pkRI",@Clipperindonesia1,0
"Mau bangkrut atau enggak kita tetap hidup di negara ini
Jadi mari kita jaga negara kita jangan sampai terpecah belah 
❤ Indonesia",@vogspeed,0
"Enggak apa-apa downgrade IHSG, yang penting saya bisa serok terus saham-saham bluechip yang membagikan dividen. Lagipula perusahaan yang saham bluechip bisnis sudah go internasional",@moch.arungsamudra,1
Peduli amat IHSG yg penting MBG & Kopdes harus terus jalan!!! Kalo perlu jangan 1T sehari tapi 10T per hari,@OkhiSafarudin,1
"Terlepas dari omongan Bennix itu buzzer pemerintah, saya org yg fokus dg apa yg Bennix omongin, dia ga selalu bela pemerintah, kalau kebijakannya mmg nyeleneh dia juga nge-g*bl*k""in. Justru dari Bennix sebenarnya kita belajar dari banyak sudut pandang, agar ketika kritik kebijakan kita bisa pakai cara yg cerdas.",@TheDodydydo,0
MSCI itu ormas preman internasional yang tidak punya hak intervensi pasar saham negara manapun kenapa Indonesia ketakutan pada MSCI preman,@BiroGani-g4k,1
Benix buzeer.. MBG dia dukung.. padahal itu kontrak politik... MBG terbukti ladang korupsi... Jangan percaya kata dia,@YoungLack-m8l,0
Jika ingin mendapatkan informasi tentang investasi yang factual dan perkembangan ekonomi menurut saya Bennix paling tepat. Informasinya valid dan prediksinya akurat.,@Kusumo2166,0
Orang yg berkeliaran cm bikin rusuh aja ternyata bnyak nitizen asing sengaja nkri rusuh 😮😮😮,@cholis.6770,0
"seneng kali si goblok ini sama investor asing, kapan mandirinya kita otakmu gitu ben2",@jibrilagung,0
Dasar penjilat zionis,@bryan-h9p2y,0
Kau penjilat zionis bangsat,@bryan-h9p2y,0
Kau tu penjilat zionis,@bryan-h9p2y,0
"Mantap bang Bennix lanjut.....,👍👍👍",@gamerl9484,0
Jongos jongos asing berseliweran di negeri ini...mereka menginginkan pemerintahan prabowo hancur...salah satu cara..memberitakan kabar bohong....yg berasal dari singapore....apalagi ada berita kalau perdana menteri italia menolak kedatangannya prabowo...wah..wah...gk boleh datang gk madalah..ke perancis disambut dgn meriah..ke belanda..ke rusia juga sama....yah mungkin karena export satu pintu yg dicanangkan pk prabowo.....katanya prabowo tidak pro rakyat......,@soebarto2025,0
Berantem sesama Indonesia tapi menjilat ke aseng 😅,@basdol,0
"Penyebaran hoax oleh media seperti Tempo, itu perlu diproses hukum.  Media tukang penyebar hoax, fitnah & pemecah belah bangsa.",@randypea.official,0
media sebar hoax biar mau nyerok doang pak wkwkw,@mfarissestiyodha2110,0
Hmm nampaknya media asing tempe bacem dan anjing2 peliharaan G soros ini butuh MBG juga biar IQ nya ga jongkok di 50 🤔. Ya minimal naik ke 80 sdh lumayan sepertinya 🤔,@putufandy9490,0
Memang banyak penghianat di Indonesia,@hilyatul_ainchanel9954,0
"Walaupun menurut bang bennix indonesia masih bagus, tapi barat menganggap indonesia membangkang dan harus di rusak bursa efek biar hancur negaranya 😅",@Asterisk-27,0
Yang gelap itu isi kepala org yang.... ??? Lanjut kan!!!!!!,@rawingshag9439,0
MSCI cma kritisi IDX kalo diperbaiki ya positiflah  IDX .... INGET IDX MASIH LEBIH TRANSPARAN DAN BEBAS dari negara asia lain .... cuma kita gampang kena sentiment negatif bukan  nurut sama data yg BAGUS dari MSCI .... INGAT INVESTOR EKONOMI.... GLOBAL MAUNYA LIBERAL TRANSPARAN itu maunya investor asing....,@catsrandomfunny,0
penghianat bangsa mana seneng dibeberkan fakta begini,@tuanmudo7324,0
Memang Anjing Antek AS di Indonesia ikut memprovokasi buat kerusuhan termasuk si Anjing Yaman Bangsat BusEdan,@charleswiggins83,0
Indonesia adalah surga dunia . apa aja ada d Indonesia . tanahnya subur . semakin kalian mau hancurkan Indonesia . semakin maju Indonesia .,@Agustriady-s2y,0
"Kebanyakan media di indo penghianat bangsa,demi cuan pribadi,",@AsmaniAs-y2u,0
"BERSAMA KITA KUAT
MAJU INDONESIAKU❤❤❤",@rafliunsan6620,2
Full pengkhianat bangsa d indo,@tarmidzidaud1934,0
Anjing soros itu...si Tempe ???🤔,@andida01,0
jilatt teruss 😂,@prewok2512,0
"Klo digambar ttg Bursa,,kyk nya diserang nih pak Purbaya 🤣🤣🤣🤣🤣
Pak Prabowo alias Gemoy pasti ketawa² nih di Pojokan akibat para kelakuan ologarki bodoh🤣🤣🤣",@davidsimarmata1076,0
"mental sangat berpengaruh terhadap perilaku orang untuk investasi, dan mental tersebut dikendalikan oleh media...",@DombaSesat,0
Indo kalah sama 2 negara ini CHINA & TIMOR LESTE,@MoazzamTVN,0
mulailah belanja di pasar tradisional agar mereka bisa mempertahankan hidup bukan jadi kaya,@yansanggara1943,0
Mahasewa antek Singapura,@Tiyung-r4r,0
Saatnya beli saham perusahaan BUMN yang banyak diskonnya,@PeternakDomba-ul9px,0
"Nah ini nih, om Bennix emang Buzzer Ibu Pertiwi",@Caesar_Maulana,0
"Buy, kapan lagi beli saham blue chip murah 😂",@donjoe2694,0
malaysia kah,@nizam_TA,0
Mantap ini infonya.. Sangat bermanfaat..,@bss1229,2
Indonesia mandiri 🎉dan Indonesia bangkit 🎉,@ihsansutanto1280,1
"Ini mah kemungkinan besar bakal di Tunda dulu 🤔🤔🤔🤔

Sambil nunggu arahan ""Bos"" nya 🙈🙈🙈🙈🙈🙈

Pantau aja terus Emiten Income USD Expenses IDR

Pasti Emiten Himbara cuekin dulu kan?",@hendrywijaya1017,0
Sikat terus bang...jos...kasih paham pantang mundur bang benix,@DonjuanJuan-q2f,0
Media2 yg menyebar hoax itu core bisnisnya memang membuat berita hoax. Mereka sudah terima bayaran dimuka utk memproduksi berita hoax,@inoekertapati9294,0
Mang dasar media media dajjal itu.,@adeindra658,0
"biar bisa serok murah, klo udah serok murah mereka bisa cuan dan bisa kendaliin market kita. so jangan mau kalah",@davidsusilo,0
Yg ke 2 kalah Bursa Indo sama Malaysia...!!! (Nyebeliiiinnn) 🤣🤣,@helmiawaiy9255,0
"Banyak influencer bajingan di luar sana yang demi bayarin nyebarin berita ngga benar dan jelek, perlu orang seperti bennix untuk menyeimbangkan keadaan",@ngadiminsim3244,0
Buy Indonesia!,@rifki_-wf5ie,0
"Alhamdulillah kalau fakta nya demikian. Semoga pemerintah BISA  mengkomunikasi kan nya dengan baik, asyik dan santun, agar mereka2 yg Gedeg tiap pemerintah bilang negara kita baik2 saja bisa sadar. Selain itu juga kita harus lebih fokus pada poin2 mines MSCI (berpikir invert) gimana caranya kita downgrade, biar segera cari solusi utk mengatasinya 
 🙏",@abiel9501,0
Efek dari koruptor merajelah di Konoha..,@castell1183,0
"Udah demo ber jilid jilid, setiap daerah dari mahasewa trus rupiah anjlok, IHSG naik dikit,mantap deh cobaan Prabowo,efek dari melawan oligarki dan mafia,semoga kuat deh Prabowo dan para menterinya",@paksuyud3902,1
Indo kalah juga dr bangladesh.uang mereka lagi tinggi dr rupiah😂😂,@daektrown,0
tx bro nt sdh ksh pencerahan,@dwiaripriyastono9415,1
Kok.asing ikut keluar ya,@ahmadarifafandi454,0
"Antek² pura²singa bergerilya, pastinya.. 😂😅",@hazhurhoanadza,0
"Redaktur tempe dan kompos suruh sering minum susu MBG biar pinter dan IQ nya upgrade, nggak jadi antek Soros dan mafia rente singapur🎉😂😅",@FitriaWinata,0
"Selamat malam semua,media2 kazastan yg di pikir kan hanya cuan dan cuan sj,nggak seperti media2 negara lain yg taat ke pd pemerintah,seharus nya media yg di kazastan harus nya negara yg menghendel,terus kan bang memberi kan informasi yg benar ke masyarakat nggak,biar masyarakat nggak dlm ketakutan,tetap semangat,optimis,slm sehat semua,slm cuan dan sukses selalu",@EraEra-qz2be,0
Siap2 cash agar nanti kita bisa bagger lagi pak,@edirawi7454,0
"Dulu si beninx bilang dolar naik terus baik, sekarang bilang MSCI down grade bagus juga. Ni orang keliatan buzzer nya gak liat dampak negatif nya",@abisuryap219,1
"Indeks pingin naik.. persulit lah media"" informasi tanpa datased valid.. dan permuda media yg mendidik

Terutama dari youtube",@MustofaSamsul,0
"bang benix tolong pin.

mahasisiiiisiiii tahun kemarin demo. projek 20rb megawatt Pak jokowi dengan dalil. salah satu program Geotermal di Gunung Slamet merusak alam.

padahal geotermal adalah sumber daya pembangkit listrik paling ramah lingkungan.
dan akhirnya projek Geotermal batal.

dan hari ini,, krisis energi.. mahasisisisisisii menyalahkan pemerintah.

sadar ga sih, mereka itu 2digit doang.
pantes jaman gw lulus grade IPK buat masuk PT KAI cuma 2,75 untuk PTN. skarang minimal 3,5 untuk PTN.

seburuk inikah IQ kita",@adityahendry,1
"Dulu Cina juga di perlakukan sama, lihat hari ini keadaan Cina :trophy-yellow-smiling:",@paperplastikguy8728,14
"Tonton podcast Astronacci ttg konspirasi pihak asing yg ingin mengacaukan Indonesia.
HATI-HATI dgn pihak asing (USA & SEKUTU ) yg ingin mengacaukan & mengadu domba Indonesia, TERUTAMA SINGAPURA, karna kebijakan 1 pintu bikin cuan Singapura hilang",@TanDody,0
"Hoax,nanti mereka balik kok",@edirawi7454,0
cuma bennix yang maki2 tapi bikin pinter wkwkwk.,@dwidesain5562,0
"Banyak peserta aksi demo tidak pernah bertanya mengenai isi rekening korlapnya. 😊
Mungkin dikira para korlap itu manusia suci semua.
FYI, sejak menjelang Reformasi 1998, aksi demo itu sudah jadi bisnis tersendiri. Tarifnya mulai dari puluhan juta hingga milyaran rupiah. 😊
Sungguh naif para mahasiswa yang gak paham itu.
Pernah tanya gak, kok tuntutan UU Perampasan Aset hilang dari aksi demo sekarang? 😊",@hakeemdj368,1
Itulah proxy ekonomi yang sesungguhnya dari embargo negara maju untuk menjatuhkan  ekonomi rantai pasok Indonesia,@E-ARTV,0
"Apa iya, katanya asing saja banyak data bps sudah tidak percaya akibat banyak beda data perhitungan asing",@NadiaHut,0
tarik napas dulu om..,@dijass431,0
AING PERCAYA MANG WOWO DKK....ASING2 GAK RELA KALAU INDONESIA MANDIRI...KARENA GAK ADA YG BISA D PERBUDAK LAGI OLEH MEREKA,@gastonchannel3818,1
"00:22.. klo bubar, udah pasti. Knp krn suka ngutuk negara orang, bahkan pro palelolistin triak2 genosid negara orang lain.. ingat sejarah palelolistin, negara gak ada, bahkan dikitab suci manapun tdk ada satu katapun palelolistin.. nazi bubar, romawi bubar, bentar lg perlahan2 konoha.  Kecuali, ada kecuali, cuman satu, minta maap.

Dan satu lg. Yg suka triak2 ini salahnya soros, itu settan nya😅😂😅😂..
Nama nya settan, pasti nunjuk org lain, elu settannya. Padahal settannya ada didlm.😮😮",@Nusantaraberjaya-t4o,0
"Cuman mau tanya , ada ga yg perna liat porto orang ini",@rahmathafizh5574,0
Nontonnya jgn setengah2 bi 😅,@anwarwahudin,0
Kalau mau seperti Cina perlu ubah sistem dari demokrasi ke otoriter dulu.,@mypetora,1
Telat 😂,@left4014,0
Ngmng pake pantat,@left4014,0
Join seminarnya ntar lu tagih portonya simple😂,@left4014,1
Memamng indonesia ini kurang tranparasn apa lgi maslaah pajak.,@agusapriliana6329,0
"Trimakasih om bennix, selalau mencerahkan.... Semangat dan maju terus om...",@Coba2x,1
"Bagaimana tanggapan lu bg, soal demo yang terjadi sekarang?",@Baskoro-d2h,0
prabowo ckp 1 periode,@setanhalus3436,0
